"","pdcomnam","decade","season","meansw","num_tows","variance","cv","prey","totwt","relmsw","ci","relci"
"37","ATLANTIC HERRING","1970s","SPRING",0.00028285649335888,11,7.77083731431687e-08,0.985525249296409,"GAMMAR",0.480586475830585,0.0588565237650575,0.000168099941207246,0.0349780839997054
"38","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"GASACU",0.480586475830585,0,0,0
"39","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"GASTRO",0.480586475830585,0,0,0
"40","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"GOBFAM",0.480586475830585,0,0,0
"41","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"HYDROZ",0.480586475830585,0,0,0
"42","ATLANTIC HERRING","1970s","SPRING",0.00258953494461564,11,1.9818021931671e-06,0.543636210308313,"HYPFAM",0.480586475830585,0.538828093349947,0.000848914214140542,0.176641303247951
"43","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"ISOPOD",0.480586475830585,0,0,0
"44","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"LARVAC",0.480586475830585,0,0,0
"45","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"ANTHOZ",0.480586475830585,0,0,0
"46","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"LOLISP",0.480586475830585,0,0,0
"47","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"MACAME",0.480586475830585,0,0,0
"48","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"MAUWEI",0.480586475830585,0,0,0
"49","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"MENMEN",0.480586475830585,0,0,0
"50","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"MERBIL",0.480586475830585,0,0,0
"51","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"MISC",0.480586475830585,0,0,0
"52","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"MYCFAM",0.480586475830585,0,0,0
"53","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"MYSIDA",0.480586475830585,0,0,0
"54","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"OSTEIC",0.480586475830585,0,0,0
"55","ATLANTIC HERRING","1970s","SPRING",0.0694685297978108,11,0.0036797967739752,0.873220272041688,"AR",0.480586475830585,14.4549489616307,0.03658015743281,7.61156613273178
"56","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"OSTRAC",0.480586475830585,0,0,0
"57","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"OTHER",0.480586475830585,0,0,0
"58","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"OTHFIS",0.480586475830585,0,0,0
"59","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"PANFAM",0.480586475830585,0,0,0
"60","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"PECFA1",0.480586475830585,0,0,0
"61","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"PLANKT",0.480586475830585,0,0,0
"62","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"PLATYH",0.480586475830585,0,0,0
"63","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"POLYCH",0.480586475830585,0,0,0
"64","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"PTERO",0.480586475830585,0,0,0
"65","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"PYCNOG",0.480586475830585,0,0,0
"66","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"ARTHRO",0.480586475830585,0,0,0
"67","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"SCIFAM",0.480586475830585,0,0,0
"68","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"SCYPHO",0.480586475830585,0,0,0
"69","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"TRIFA1",0.480586475830585,0,0,0
"70","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"UNOBS",0.480586475830585,0,0,0
"71","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"UROCHU",0.480586475830585,0,0,0
"72","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"UROPSP",0.480586475830585,0,0,0
"73","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"UROREG",0.480586475830585,0,0,0
"74","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"WORMS",0.480586475830585,0,0,0
"75","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"ATHFAM",0.480586475830585,0,0,0
"76","ATLANTIC HERRING","1970s","SPRING",0,11,0,0,"BOTFAM",0.480586475830585,0,0,0
"77","ATLANTIC HERRING","1980s","SPRING",0.00634805658525948,75,2.23053244969306e-05,0.743983807741442,"AMMOSP",0.754985245799316,0.840818627990364,0.00109069579008217,0.144465841703626
"78","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"BRETYR",0.754985245799316,0,0,0
"79","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"BRYOZO",0.754985245799316,0,0,0
"80","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"CAPFA1",0.754985245799316,0,0,0
"81","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"CENSTR",0.754985245799316,0,0,0
"82","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"CEPCHO",0.754985245799316,0,0,0
"83","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"CEPHAL",0.754985245799316,0,0,0
"84","ATLANTIC HERRING","1980s","SPRING",0.116861536138484,75,0.00698662455410497,0.715256992309425,"CHAETO",0.754985245799316,15.4786516410345,0.0193033669658672,2.55678731117856
"85","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"CIRRIP",0.754985245799316,0,0,0
"86","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"CLUFAM",0.754985245799316,0,0,0
"87","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"CLUHAR",0.754985245799316,0,0,0
"88","ATLANTIC HERRING","1980s","SPRING",0.228134103561,75,0.0211367641851064,0.63727816517784,"AMPHIP",0.754985245799316,30.2170280585378,0.0335752005187213,4.4471333321454
"89","ATLANTIC HERRING","1980s","SPRING",0.0975856714562165,75,0.00678831071288851,0.844296135726452,"COPEPO",0.754985245799316,12.9255070876121,0.0190274338264707,2.52023916127341
"90","ATLANTIC HERRING","1980s","SPRING",0.00215517572512054,75,3.48816717084796e-06,0.866594560044615,"CRAFAM",0.754985245799316,0.28545931686901,0.000431318423493855,0.0571293844341569
"91","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"CRUEGG",0.754985245799316,0,0,0
"92","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"CRULAR",0.754985245799316,0,0,0
"93","ATLANTIC HERRING","1980s","SPRING",0.00113402591738832,75,5.83773095808528e-07,0.673750433734123,"CRUSHR",0.754985245799316,0.150205043568462,0.000176449894048674,0.0233713036155909
"94","ATLANTIC HERRING","1980s","SPRING",0.0688533810657294,75,0.00220971874303475,0.682720947803011,"CRUSTA",0.754985245799316,9.1198313409202,0.0108559507319804,1.43790236860683
"95","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"CTENOP",0.754985245799316,0,0,0
"96","ATLANTIC HERRING","1980s","SPRING",0.000426716763393606,75,1.82547487518808e-07,1.00126313339483,"CUMACE",0.754985245799316,0.0565198811192441,9.8670492048044e-05,0.0130691947421542
"97","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"CYCFAM",0.754985245799316,0,0,0
"98","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"DECAPO",0.754985245799316,0,0,0
"99","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"ANALUP",0.754985245799316,0,0,0
"100","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"DECCRA",0.754985245799316,0,0,0
"101","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"DECLAR",0.754985245799316,0,0,0
"102","ATLANTIC HERRING","1980s","SPRING",0.0207842709696177,75,0.00046992918471716,1.04299304633451,"DECSHR",0.754985245799316,2.75293737000291,0.0050062850349917,0.663097068829665
"103","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"ECHIN1",0.754985245799316,0,0,0
"104","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"EMPTY",0.754985245799316,0,0,0
"105","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"ENGFAM",0.754985245799316,0,0,0
"106","ATLANTIC HERRING","1980s","SPRING",0.0150274170151948,75,8.82251001683681e-05,0.625045656663449,"EUPFAM",0.754985245799316,1.99042525649426,0.00216917926314224,0.287314126363581
"107","ATLANTIC HERRING","1980s","SPRING",0.000291179423726407,75,9.24011840816641e-08,1.0439461238241,"FISEGG",0.754985245799316,0.0385675647764653,7.0200164893126e-05,0.00929821679082005
"108","ATLANTIC HERRING","1980s","SPRING",0.00851874319849466,75,6.80111375562947e-05,0.968087233641133,"FISLAR",0.754985245799316,1.12833240727449,0.0019045368648753,0.252261468084577
"109","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"FISSCA",0.754985245799316,0,0,0
"110","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"ANCMIT",0.754985245799316,0,0,0
"111","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"GADFAM",0.754985245799316,0,0,0
"112","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"GADORD",0.754985245799316,0,0,0
"113","ATLANTIC HERRING","1980s","SPRING",6.0959537627658e-05,75,3.72545892895527e-09,1.00126313339483,"GAMMAR",0.754985245799316,0.00807426873132058,1.4095784578292e-05,0.00186702782030774
"114","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"GASACU",0.754985245799316,0,0,0
"115","ATLANTIC HERRING","1980s","SPRING",0.0239573398725987,75,0.000576673458824455,1.00236614003029,"GASTRO",0.754985245799316,3.17321961003816,0.0055458018179494,0.73455764186199
"116","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"GOBFAM",0.754985245799316,0,0,0
"117","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"HYDROZ",0.754985245799316,0,0,0
"118","ATLANTIC HERRING","1980s","SPRING",9.48418278363517e-05,75,7.57455095464503e-09,0.917653088059683,"HYPFAM",0.754985245799316,0.0125620769894571,2.00991554776414e-05,0.00266219182288285
"119","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"ISOPOD",0.754985245799316,0,0,0
"120","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"LARVAC",0.754985245799316,0,0,0
"121","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"ANTHOZ",0.754985245799316,0,0,0
"122","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"LOLISP",0.754985245799316,0,0,0
"123","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"MACAME",0.754985245799316,0,0,0
"124","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"MAUWEI",0.754985245799316,0,0,0
"125","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"MENMEN",0.754985245799316,0,0,0
"126","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"MERBIL",0.754985245799316,0,0,0
"127","ATLANTIC HERRING","1980s","SPRING",1.49491280049995e-06,75,2.4404375172892e-12,1.04500407933699,"MISC",0.754985245799316,0.000198005564852763,3.60772320984797e-07,4.7785347196135e-05
"128","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"MYCFAM",0.754985245799316,0,0,0
"129","ATLANTIC HERRING","1980s","SPRING",0.035215650913003,75,0.000853282681260258,0.829489218169276,"MYSIDA",0.754985245799316,4.66441577619435,0.00674599211882239,0.89352635119118
"130","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"OSTEIC",0.754985245799316,0,0,0
"131","ATLANTIC HERRING","1980s","SPRING",0.0746797606432713,75,0.000862403535100664,0.393235164183516,"AR",0.754985245799316,9.89155232619235,0.00678195069322748,0.898289169352881
"132","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"OSTRAC",0.754985245799316,0,0,0
"133","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"OTHER",0.754985245799316,0,0,0
"134","ATLANTIC HERRING","1980s","SPRING",0.0271999060942968,75,0.000581857620645005,0.886831189506109,"OTHFIS",0.754985245799316,3.60270697283624,0.00557067378639247,0.737852006696463
"135","ATLANTIC HERRING","1980s","SPRING",0.000755560401221108,75,6.23158511583289e-07,1.04479257393716,"PANFAM",0.754985245799316,0.100076181014794,0.000182305020824374,0.0241468322511872
"136","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"PECFA1",0.754985245799316,0,0,0
"137","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"PLANKT",0.754985245799316,0,0,0
"138","ATLANTIC HERRING","1980s","SPRING",0.000104462932906515,75,1.07640369218927e-08,0.993174074719755,"PLATYH",0.754985245799316,0.0138364204450007,2.39600077038304e-05,0.00317357297207359
"139","ATLANTIC HERRING","1980s","SPRING",0.00253241872513458,75,6.11597929004795e-06,0.976556751644395,"POLYCH",0.754985245799316,0.33542625358903,0.000571126572780405,0.075647381979729
"140","ATLANTIC HERRING","1980s","SPRING",0.0242625721189937,75,0.000591461464269995,1.00236614003029,"PTERO",0.754985245799316,3.21364851220456,0.00561645897587911,0.743916388714705
"141","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"PYCNOG",0.754985245799316,0,0,0
"142","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"ARTHRO",0.754985245799316,0,0,0
"143","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"SCIFAM",0.754985245799316,0,0,0
"144","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"SCYPHO",0.754985245799316,0,0,0
"145","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"TRIFA1",0.754985245799316,0,0,0
"146","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"UNOBS",0.754985245799316,0,0,0
"147","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"UROCHU",0.754985245799316,0,0,0
"148","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"UROPSP",0.754985245799316,0,0,0
"149","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"UROREG",0.754985245799316,0,0,0
"150","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"WORMS",0.754985245799316,0,0,0
"151","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"ATHFAM",0.754985245799316,0,0,0
"152","ATLANTIC HERRING","1980s","SPRING",0,75,0,0,"BOTFAM",0.754985245799316,0,0,0
"153","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"AMMOSP",0.258499197354156,0,0,0
"154","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"BRETYR",0.258499197354156,0,0,0
"155","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"BRYOZO",0.258499197354156,0,0,0
"156","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"CAPFA1",0.258499197354156,0,0,0
"157","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"CENSTR",0.258499197354156,0,0,0
"158","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"CEPCHO",0.258499197354156,0,0,0
"159","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"CEPHAL",0.258499197354156,0,0,0
"160","ATLANTIC HERRING","1990s","FALL",4.99813654766098e-05,597,2.17119177767812e-09,0.932268426540408,"CHAETO",0.258499197354156,0.019335211090862,3.81409866077927e-06,0.00147547795111866
"161","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"CIRRIP",0.258499197354156,0,0,0
"162","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"CLUFAM",0.258499197354156,0,0,0
"163","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"CLUHAR",0.258499197354156,0,0,0
"164","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"AMPHIP",0.258499197354156,0,0,0
"165","ATLANTIC HERRING","1990s","FALL",0.0266823609917351,597,0.00025682910454515,0.600617335837758,"COPEPO",0.258499197354156,10.3220285652102,0.00131179191200549,0.507464597736555
"166","ATLANTIC HERRING","1990s","FALL",0.00112540073403444,597,1.24187284212407e-06,0.990219263695122,"CRAFAM",0.258499197354156,0.435359469411656,9.12181783480288e-05,0.0352876060280589
"167","ATLANTIC HERRING","1990s","FALL",8.42382564212526e-06,597,7.45896925420098e-11,1.02525061703514,"CRUEGG",0.258499197354156,0.00325874344228011,7.06939484055968e-07,0.000273478405848754
"168","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"CRULAR",0.258499197354156,0,0,0
"169","ATLANTIC HERRING","1990s","FALL",0.00119400757712317,597,6.79521291207028e-07,0.690389935519805,"CRUSHR",0.258499197354156,0.461899916651317,6.74752285935285e-05,0.0261026839867067
"170","ATLANTIC HERRING","1990s","FALL",0.0008272196780567,597,5.71413862063056e-07,0.913807101882379,"CRUSTA",0.258499197354156,0.320008606031906,6.18754279988205e-05,0.0239364101057724
"171","ATLANTIC HERRING","1990s","FALL",0.000197117520025731,597,1.50659408482597e-08,0.622691449751233,"CTENOP",0.258499197354156,0.0762545965493545,1.00471054185533e-05,0.00388670662090617
"172","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"CUMACE",0.258499197354156,0,0,0
"173","ATLANTIC HERRING","1990s","FALL",1.68476512842505e-05,597,2.9815845616385e-10,1.02490638961583,"CYCFAM",0.258499197354156,0.00651748688456021,1.41340425890393e-06,0.000546773171201574
"174","ATLANTIC HERRING","1990s","FALL",6.47581596238379e-05,597,4.39842539429172e-09,1.0241277098233,"DECAPO",0.258499197354156,0.0250515902125283,5.42864503319447e-06,0.00210006262640614
"175","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"ANALUP",0.258499197354156,0,0,0
"176","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"DECCRA",0.258499197354156,0,0,0
"177","ATLANTIC HERRING","1990s","FALL",1.68476512842505e-05,597,2.98393607386159e-10,1.02531047087623,"DECLAR",0.258499197354156,0.00651748688456021,1.41396150996626e-06,0.000546988742881497
"178","ATLANTIC HERRING","1990s","FALL",0.000296518662602809,597,8.64967913138299e-08,0.991854495210249,"DECSHR",0.258499197354156,0.11470776916826,2.40736991419561e-05,0.00931287191154179
"179","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"ECHIN1",0.258499197354156,0,0,0
"180","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"EMPTY",0.258499197354156,0,0,0
"181","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"ENGFAM",0.258499197354156,0,0,0
"182","ATLANTIC HERRING","1990s","FALL",0.0569107858710822,597,0.000313545445125241,0.311139869581012,"EUPFAM",0.258499197354156,22.0158462593259,0.00144941609019432,0.560704290392264
"183","ATLANTIC HERRING","1990s","FALL",1.68476512842505e-05,597,2.9808007242308e-10,1.02477166045465,"FISEGG",0.258499197354156,0.00651748688456021,1.41321845972058e-06,0.000546701295085418
"184","ATLANTIC HERRING","1990s","FALL",0.000165682970663749,597,2.87586300866783e-08,1.02354331121958,"FISLAR",0.258499197354156,0.0640941915331195,1.38811973104525e-05,0.00536991892142499
"185","ATLANTIC HERRING","1990s","FALL",1.68476512842505e-06,597,2.9810620033667e-12,1.02481657214309,"FISSCA",0.258499197354156,0.000651748688456021,1.41328039549574e-07,5.46725254840727e-05
"186","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"ANCMIT",0.258499197354156,0,0,0
"187","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"GADFAM",0.258499197354156,0,0,0
"188","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"GADORD",0.258499197354156,0,0,0
"189","ATLANTIC HERRING","1990s","FALL",0.0193304562516624,597,0.000109366347918961,0.541003095775577,"GAMMAR",0.258499197354156,7.47795600509303,0.000856021524483057,0.331150554138962
"190","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"GASACU",0.258499197354156,0,0,0
"191","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"GASTRO",0.258499197354156,0,0,0
"192","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"GOBFAM",0.258499197354156,0,0,0
"193","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"HYDROZ",0.258499197354156,0,0,0
"194","ATLANTIC HERRING","1990s","FALL",0.0196646593974965,597,0.000110367560924101,0.534237407083408,"HYPFAM",0.258499197354156,7.6072419561733,0.000859930895607378,0.332662888089835
"195","ATLANTIC HERRING","1990s","FALL",0.00107824968219203,597,1.221042996579e-06,1.02481657214309,"ISOPOD",0.258499197354156,0.417119160611854,9.04499453117273e-05,0.0349904163098065
"196","ATLANTIC HERRING","1990s","FALL",0.0334173163223109,597,0.00115185989480973,1.01561301818722,"LARVAC",0.258499197354156,12.9274352355252,0.00277806663645441,1.07469062375785
"197","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"ANTHOZ",0.258499197354156,0,0,0
"198","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"LOLISP",0.258499197354156,0,0,0
"199","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"MACAME",0.258499197354156,0,0,0
"200","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"MAUWEI",0.258499197354156,0,0,0
"201","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"MENMEN",0.258499197354156,0,0,0
"202","ATLANTIC HERRING","1990s","FALL",0.00528878405905868,597,1.13029449409347e-05,0.635682083114376,"MERBIL",0.258499197354156,2.04595763282499,0.000275193794252109,0.10645827804064
"203","ATLANTIC HERRING","1990s","FALL",1.17933558989754e-05,597,1.46136051553262e-10,1.02504110106849,"MISC",0.258499197354156,0.00456224081919215,9.89513023566366e-07,0.000382791526509341
"204","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"MYCFAM",0.258499197354156,0,0,0
"205","ATLANTIC HERRING","1990s","FALL",0.0258299896572474,597,0.000425528567979227,0.798619901707202,"MYSIDA",0.258499197354156,9.992290081218,0.0016885238178,0.653202731413766
"206","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"OSTEIC",0.258499197354156,0,0,0
"207","ATLANTIC HERRING","1990s","FALL",0.0470885515676374,597,0.000555920258535539,0.500715365069574,"AR",0.258499197354156,18.2161306687246,0.00192996343259643,0.746603259255885
"208","ATLANTIC HERRING","1990s","FALL",6.95481699654989e-05,597,5.08118709002228e-09,1.02493632702432,"OSTRAC",0.258499197354156,0.0269045980325482,5.83479259470848e-06,0.00225718015933123
"209","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"OTHER",0.258499197354156,0,0,0
"210","ATLANTIC HERRING","1990s","FALL",0.000970846413081415,597,1.89820785138068e-07,0.448767453264726,"OTHFIS",0.258499197354156,0.375570378174641,3.56627404471594e-05,0.0137960739577461
"211","ATLANTIC HERRING","1990s","FALL",0.0152750366165373,597,5.88924214370777e-05,0.502397472260037,"PANFAM",0.258499197354156,5.90912342200034,0.00062816326568467,0.243003952087347
"212","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"PECFA1",0.258499197354156,0,0,0
"213","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"PLANKT",0.258499197354156,0,0,0
"214","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"PLATYH",0.258499197354156,0,0,0
"215","ATLANTIC HERRING","1990s","FALL",1.17933558989754e-05,597,1.12079274212256e-10,0.897687649462808,"POLYCH",0.258499197354156,0.00456224081919215,8.66573661594841e-07,0.00033523263146059
"216","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"PTERO",0.258499197354156,0,0,0
